"Path","LegacyRoot","Title","Namespace","Role","System","Workspace","Type","Project","Domain","Status","Authority","SuggestedRole","SuggestedSystem","SuggestedWorkspace","SuggestedTarget","MigrationDisposition","Confidence","NeedsHumanReview","PathSensitiveReferenceCount","PathSensitiveKinds"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-python-fastapi\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\openapi-to-application-python-fastapi\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.openapi-to-application-python-fastapi.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\oracle-to-postgres-migration-expert\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\oracle-to-postgres-migration-expert\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.oracle-to-postgres-migration-expert.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\oracle-to-postgres-migration-expert\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\oracle-to-postgres-migration-expert\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.oracle-to-postgres-migration-expert.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\ospo-sponsorship\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\ospo-sponsorship\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.ospo-sponsorship.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\ospo-sponsorship\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\ospo-sponsorship\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.ospo-sponsorship.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\partners\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\partners\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.partners.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\partners\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\partners\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.partners.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\pcf-development\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\pcf-development\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.pcf-development.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\pcf-development\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\pcf-development\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.pcf-development.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\phoenix\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\phoenix\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.phoenix.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\phoenix\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\phoenix\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.phoenix.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\php-mcp-development\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\php-mcp-development\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.php-mcp-development.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\php-mcp-development\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\php-mcp-development\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.php-mcp-development.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-apps-code-apps\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-apps-code-apps\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.power-apps-code-apps.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-apps-code-apps\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-apps-code-apps\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.power-apps-code-apps.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-bi-development\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-bi-development\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.power-bi-development.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-bi-development\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-bi-development\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.power-bi-development.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-platform-architect\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-platform-architect\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.power-platform-architect.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-platform-architect\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-platform-architect\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.power-platform-architect.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-platform-mcp-connector-development\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-platform-mcp-connector-development\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.power-platform-mcp-connector-development.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-platform-mcp-connector-development\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\power-platform-mcp-connector-development\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.power-platform-mcp-connector-development.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\pr-artifact-explorer\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\pr-artifact-explorer\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.pr-artifact-explorer.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\pr-artifact-explorer\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\pr-artifact-explorer\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.pr-artifact-explorer.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\project-documenter\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\project-documenter\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.project-documenter.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\project-documenter\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\project-documenter\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.project-documenter.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\project-planning\plugin.json.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\project-planning\plugin.json'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.project-planning.plugin.json'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\plugins\project-planning\README.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\plugins\project-planning\README.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.plugins.project-planning.readme.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
